#Exponential aproximation (mean) vs Original set
#ExpMe(x), ExpMe(CDF) 
0.0002706652070033241,0.03013351650528806
0.0002763385290053172,0.0307553220586666
0.0002821307675939471,0.03138974979340359
0.0002880444153396298,0.03203704713754663
0.000294082017058706,0.0326974659971071
0.0003002461709085549,0.03337126282104552
0.000306539529505653,0.0340586986664656
0.000312964801067075,0.03476003926397919
0.0003195247505759214,0.03547555508319833
0.0003262222009711667,0.03620552139830924
0.0003330600343624589,0.03695021835368184
0.000340041193270371,0.03770993102946341
0.000347168681892656,0.03848494950710346
0.0003544455673970436,0.03927556893475381
0.0003618749812411277,0.04008208959248338
0.0003694601205199302,0.04090481695724757
0.0003772042493417001,0.04174406176754275
0.0003851107002325569,0.04260014008767965
0.000393182875570577,0.04347337337160129
0.0004014242490499318,0.04436408852616724
0.0004098383671757261,0.04527261797382676
0.0004184288507901585,0.04619929971459213
0.0004271993966306776,0.04714447738722649
0.0004361537789208006,0.04810850032955094
0.0004452958509942651,0.04909172363777303
0.0004546295469532399,0.05009450822473616
0.0004641588833612782,0.05111722087697879
0.0004738879609717651,0.05216023431049466
0.0004838209664925957,0.05322392722507563
0.0004939621743878316,0.05430868435711111
0.0005043159487171359,0.05541489653072129
0.0005148867450137498,0.05654296070708409
0.0005256791122018419,0.05769328003181995
0.0005366976945540476,0.05886626388028704
0.0005479472336900282,0.06006232790063271
0.0005594325706169377,0.06128189405444529
0.0005711586478126435,0.06252539065483809
0.0005831305113526219,0.06379325240179412
0.000595353313081437,0.0650859204145926
0.0006078323128297224,0.06640384226112783
0.0006205728806776501,0.06774747198393027
0.0006335804992658254,0.06911727012268287
0.0006468607661546321,0.07051370373302634
0.0006604193962330305,0.07193724640143384
0.0006742622241778335,0.07338837825592792
0.0006883952069645496,0.07486758597240661
0.0007028244264308353,0.07637536277633239
0.0007175560918936921,0.07791220843953317
0.000732596542821523,0.0794786292718539
0.0007479522515621828,0.08107513810738398
0.0007636298261282241,0.08270225428498423
0.0007796360130405237,0.08436050362282066
0.0007959777002314978,0.08605041838660199
0.0008126619200091946,0.08777253725121625
0.0008296958520834915,0.08952740525543856
0.0008470868266557402,0.09131557374938393
0.0008648423275731727,0.09313760033436025
0.0008829699955494083,0.09499404879476847
0.0009014776314524918,0.09688548902168759
0.000920373199661823,0.0988124969277675
0.000939664831495469,0.1007756543530454
0.0009593608287093146,0.1027755489612874
0.0009794696670695387,0.1048127741264454
0.001,0.1068879288088126
0.001020960662306047,0.1090016174204406
0.001042360673976401,0.11115444967938
0.001064209244064725,0.1133470404522889
0.001086515774652537,0.115580009584938
0.001109289864895223,0.1178539817201446
0.001132541315152813,0.1201695861026374
0.001156280131207375,0.1225274563703578
0.001180516528568806,0.1249282303316868
0.001205260936870841,0.1273725497280722
0.001230524004359262,0.1298610599815297
0.001256316602474122,0.13239440992647
0.00128264983052806,0.1349732515253043
0.001309535020482668,0.1375982395672655
0.001336983741824945,0.1402700313498723
0.001365007806546014,0.1429892863424616
0.001393619274224143,0.1457566658311972
0.001422830457214352,0.1485728325449652
0.001452653925946781,0.151438450261554
0.001483102514336103,0.1543541833935094
0.001514189325304352,0.1573206965530598
0.001545927736419478,0.1603386540954891
0.001578331405652117,0.1634087196403452
0.00161141427725302,0.1665315555698622
0.001645190587753661,0.1697078225039725
