#Normal aproximation vs Original set
#Normal(x), Normal(CDF)
1e-08,0.146729683742024
1.020960662306048e-08,0.1467631784490578
1.042360673976401e-08,0.146797380519125
1.064209244064725e-08,0.146832305003268
1.086515774652537e-08,0.1468679672775128
1.109289864895223e-08,0.1469043830500841
1.132541315152813e-08,0.1469415683687885
1.156280131207375e-08,0.1469795396285697
1.180516528568806e-08,0.1470183135792416
1.205260936870841e-08,0.1470579073334021
1.230524004359262e-08,0.1470983383745329
1.256316602474122e-08,0.1471396245652909
1.28264983052806e-08,0.1471817841559945
1.309535020482668e-08,0.1472248357933106
1.336983741824945e-08,0.1472687985291485
1.365007806546014e-08,0.1473136918297637
1.393619274224144e-08,0.1473595355850798
1.422830457214352e-08,0.1474063501182312
1.452653925946781e-08,0.1474541561953355
1.483102514336103e-08,0.1475029750354986
1.514189325304352e-08,0.1475528283210621
1.545927736419478e-08,0.1476037382080944
1.578331405652117e-08,0.1476557273371379
1.61141427725302e-08,0.1477088188442141
1.645190587753661e-08,0.1477630363720964
1.679674872092653e-08,0.1478184040818564
1.714881969870541e-08,0.1478749466646916
1.750827031735723e-08,0.1479326893540417
1.787525525904235e-08,0.147991657938002
1.824993244816151e-08,0.1480518787720405
1.86324631193156e-08,0.1481133787920287
1.902301188668946e-08,0.1481761855275937
1.942174681489025e-08,0.1482403271157996
1.982883949127072e-08,0.1483058323151695
2.024446509976802e-08,0.1483727305200548
2.066880249629082e-08,0.1484410517753636
2.110203428568597e-08,0.1485108267916568
2.154434690031882e-08,0.148582086960622
2.199593068030075e-08,0.1486548643709379
2.245697995539776e-08,0.1487291918245367
2.292769312865649e-08,0.1488051028532786
2.340827276178294e-08,0.1488826317360484
2.389892566231048e-08,0.1489618135162873
2.43998629725955e-08,0.1490426840199709
2.491130026067791e-08,0.1491252798740468
2.543345761304648e-08,0.1492096385253461
2.596655972934873e-08,0.1492957982599797
2.651083601908536e-08,0.1493837982232363
2.706652070033241e-08,0.1494736784399941
2.763385290053173e-08,0.1495654798356634
2.821307675939471e-08,0.1496592442576733
2.880444153396298e-08,0.1497550144975201
2.940820170587061e-08,0.1498528343133932
3.002461709085549e-08,0.1499527484533954
3.06539529505653e-08,0.1500548026793755
3.12964801067075e-08,0.1501590437913906
3.195247505759214e-08,0.1502655196528184
3.262222009711667e-08,0.1503742792161366
3.330600343624589e-08,0.1504853725493918
3.40041193270371e-08,0.1505988508633765
3.471686818926559e-08,0.1507147665395372
3.544455673970436e-08,0.1508331731586352
3.618749812411276e-08,0.1509541255301814
3.694601205199302e-08,0.1510776797226724
3.772042493417001e-08,0.151203893094648
3.851107002325569e-08,0.1513328243265986
3.93182875570577e-08,0.1514645334537474
4.014242490499318e-08,0.1515990818997341
4.098383671757262e-08,0.1517365325112291
4.184288507901584e-08,0.1518769495935061
4.271993966306777e-08,0.1520203989470034
4.361537789208006e-08,0.1521669479049056
4.45295850994266e-08,0.152316665371777
4.546295469532399e-08,0.1524696218632791
4.641588833612782e-08,0.1526258895470084
4.738879609717651e-08,0.1527855422844893
4.838209664925958e-08,0.1529486556743576
4.939621743878326e-08,0.1531153070967746
5.043159487171359e-08,0.1532855757591097
5.148867450137498e-08,0.1534595427429342
5.256791122018419e-08,0.1536372910523657
5.366976945540476e-08,0.1538189056638098
5.479472336900293e-08,0.1540044735771421
5.594325706169378e-08,0.1541940838683796
5.711586478126435e-08,0.1543878277438876
5.831305113526219e-08,0.1545857985961744
5.95353313081437e-08,0.1547880920613256
6.078323128297236e-08,0.1549948060781307
6.2057288067765e-08,0.1552060409489598
6.335804992658255e-08,0.1554218994024465
6.46860766154632e-08,0.1556424866580385
6.604193962330306e-08,0.1558679104924775
6.742622241778349e-08,0.1560982813082719
6.883952069645497e-08,0.1563337122042309
7.028244264308353e-08,0.1565743190481273
7.175560918936921e-08,0.1568202205515619
7.32596542821523e-08,0.1570715383471025
7.479522515621828e-08,0.1573283970677757
7.636298261282242e-08,0.1575909244289898
7.796360130405237e-08,0.1578592513129729
7.959777002314978e-08,0.1581335118558095
8.126619200091946e-08,0.1584138435371662
8.296958520834915e-08,0.1587003872727973
8.470868266557402e-08,0.1589932875099259
8.648423275731727e-08,0.159292692325597
8.829699955494083e-08,0.1595987535281087
9.014776314524918e-08,0.1599116267616226
9.20373199661823e-08,0.160231471614066
9.396648314954691e-08,0.1605584517284378
9.593608287093146e-08,0.1608927349176366
9.794696670695386e-08,0.1612344932829315
1e-07,0.1615839033362023
1.020960662306048e-07,0.1619411461260794
1.042360673976401e-07,0.1623064073681189
1.064209244064725e-07,0.1626798775791515
1.086515774652537e-07,0.1630617522159512
1.109289864895223e-07,0.1634522318183734
1.132541315152813e-07,0.1638515221571168
1.156280131207375e-07,0.1642598343862703
1.180516528568806e-07,0.1646773852008105
1.205260936870841e-07,0.1651043969992222
1.230524004359261e-07,0.1655410980514179
1.256316602474121e-07,0.1659877226721418
1.28264983052806e-07,0.1664445114000477
1.309535020482668e-07,0.1669117111826459
1.336983741824945e-07,0.1673895755673233
1.365007806546014e-07,0.1678783648986449
1.393619274224144e-07,0.1683783465221543
1.422830457214352e-07,0.1688897949948957
1.452653925946781e-07,0.169412992302888
1.483102514336103e-07,0.169948228085788
1.514189325304352e-07,0.1704957998689901
1.545927736419479e-07,0.1710560133034127
1.578331405652117e-07,0.1716291824132331
1.61141427725302e-07,0.1722156298518384
1.645190587753661e-07,0.1728156871662699
1.679674872092653e-07,0.1734296950704428
1.714881969870541e-07,0.1740580037274342
1.750827031735723e-07,0.1747009730411399
1.787525525904236e-07,0.1753589729576077
1.824993244816151e-07,0.1760323837763614
1.86324631193156e-07,0.1767215964720421
1.902301188668946e-07,0.1774270130266971
1.942174681489024e-07,0.1781490467730545
1.982883949127071e-07,0.1788881227491339
2.024446509976802e-07,0.1796446780645424
2.066880249629082e-07,0.1804191622788224
2.110203428568597e-07,0.1812120377922135
2.154434690031882e-07,0.1820237802492072
2.199593068030075e-07,0.1828548789552701
2.245697995539772e-07,0.1837058373071226
2.292769312865649e-07,0.1845771732369605
2.340827276178294e-07,0.185469419671012
2.389892566231048e-07,0.1863831250028269
2.43998629725955e-07,0.1873188535816914
2.491130026067786e-07,0.1882771862165671
2.543345761304648e-07,0.1892587206959509
2.596655972934872e-07,0.1902640723240455
2.651083601908536e-07,0.1912938744736323
2.706652070033241e-07,0.1923487791560274
2.763385290053167e-07,0.1934294576084935
2.82130767593947e-07,0.1945366008994726
2.880444153396298e-07,0.1956709205519846
2.940820170587061e-07,0.1968331491855269
3.002461709085549e-07,0.198024041176784
3.065395295056524e-07,0.1992443733394342
3.12964801067075e-07,0.2004949456233143
3.195247505759214e-07,0.2017765818331644
3.262222009711673e-07,0.2030901303671437
3.330600343624589e-07,0.204436464975259
3.400411932703703e-07,0.2058164855377995
3.471686818926559e-07,0.2072311188638154
3.544455673970435e-07,0.2086813195096101
3.618749812411284e-07,0.2101680706171474
3.694601205199302e-07,0.2116923847721892
3.772042493416994e-07,0.2132553048818884
3.851107002325569e-07,0.2148579050714595
3.93182875570577e-07,0.2165012915994325
4.014242490499326e-07,0.218186603790871
4.098383671757261e-07,0.2199150149877875
4.184288507901585e-07,0.2216877335158383
4.271993966306776e-07,0.2235060036661957
4.361537789208006e-07,0.2253711066913137
4.45295850994266e-07,0.2272843618130766
4.5462954695324e-07,0.2292471272415963
4.641588833612782e-07,0.2312608012026573
4.738879609717651e-07,0.2333268229715237
4.838209664925957e-07,0.2354466739105173
4.939621743878326e-07,0.2376218785074201
5.043159487171359e-07,0.239854005411393
5.148867450137498e-07,0.2421446684626817
5.25679112201842e-07,0.2444955277119349
5.366976945540476e-07,0.2469082904244766
5.479472336900293e-07,0.2493847120643309
5.594325706169378e-07,0.2519265972522282
5.711586478126435e-07,0.2545358006911853
5.831305113526218e-07,0.2572142280525691
5.95353313081437e-07,0.2599638368148162
6.078323128297237e-07,0.2627866370461703
6.205728806776501e-07,0.2656846921219421
6.335804992658255e-07,0.2686601193658533
6.468607661546321e-07,0.2717150906040152
6.604193962330305e-07,0.2748518326190162
6.742622241778349e-07,0.2780726274904123
6.883952069645496e-07,0.2813798128066755
7.028244264308353e-07,0.2847757817323057
7.175560918936921e-07,0.2882629829123805
7.32596542821523e-07,0.2918439201952978
7.479522515621828e-07,0.2955211521528238
7.636298261282241e-07,0.2992972913748524
7.796360130405236e-07,0.3031750035144388
7.959777002314978e-07,0.3071570060567424
8.126619200091945e-07,0.3112460667834899
8.296958520834915e-07,0.3154450019024194
8.470868266557403e-07,0.3197566738089518
8.648423275731727e-07,0.324183988445
8.829699955494083e-07,0.3287298922174176
9.014776314524917e-07,0.3333973684361135
9.20373199661823e-07,0.3381894332292905
9.396648314954691e-07,0.3431091308906905
9.593608287093148e-07,0.348159528611088
9.794696670695385e-07,0.3533437105436443
1e-06,0.3586647711501498
1.020960662306047e-06,0.3641258077726041
1.042360673976401e-06,0.369729912372177
1.064209244064725e-06,0.3754801623752732
1.086515774652537e-06,0.3813796105643384
1.109289864895223e-06,0.3874312739492478
1.132541315152813e-06,0.3936381215536083
1.156280131207375e-06,0.4000030610493036
1.180516528568805e-06,0.40652892417207
1.205260936870841e-06,0.4132184508510184
1.230524004359262e-06,0.420074271985919
1.256316602474121e-06,0.4270988908078149
1.28264983052806e-06,0.4342946627613884
1.309535020482668e-06,0.4416637738515278
1.336983741824945e-06,0.4492082174019817
1.365007806546014e-06,0.4569297691810438
1.393619274224143e-06,0.4648299608580208
1.422830457214352e-06,0.4729100517651484
1.452653925946781e-06,0.4811709989527528
1.483102514336103e-06,0.4896134255411295
1.514189325304352e-06,0.4982375873911032
1.545927736419479e-06,0.5070433381366948
1.57833140565212e-06,0.5160300926481777
1.61141427725302e-06,0.5251967890221372
1.645190587753661e-06,0.5345418492273267
1.679674872092653e-06,0.5440631385712498
1.714881969870541e-06,0.5537579241927297
1.750827031735727e-06,0.563622832830343
1.787525525904235e-06,0.5736538081655068
1.82499324481615e-06,0.5838460680922788
1.86324631193156e-06,0.5941940623232869
1.902301188668946e-06,0.604691430802486
1.942174681489028e-06,0.6153309634601426
1.982883949127071e-06,0.6261045619129582
2.024446509976802e-06,0.6370032037817914
2.066880249629082e-06,0.6480169103698722
2.110203428568597e-06,0.6591347185144547
2.154434690031886e-06,0.6703446574928515
2.199593068030075e-06,0.6816337319277599
2.245697995539772e-06,0.6929879116944786
2.292769312865649e-06,0.7043921298813065
2.340827276178294e-06,0.7158302898911562
2.389892566231052e-06,0.7272852827938167
2.43998629725955e-06,0.7387390160406928
2.491130026067786e-06,0.7501724546333324
2.543345761304648e-06,0.7615656757894455
2.596655972934872e-06,0.7728979380712744
2.651083601908542e-06,0.7841477658268547
2.706652070033241e-06,0.7952930496409868
2.763385290053167e-06,0.8063111632961064
2.821307675939471e-06,0.8171790975007855
2.880444153396298e-06,0.827873610353451
2.940820170587067e-06,0.838371394170401
3.002461709085549e-06,0.8486492579212667
3.065395295056524e-06,0.8586843240846733
3.129648010670751e-06,0.868454238267147
3.195247505759214e-06,0.8779373894271886
3.262222009711673e-06,0.8871131380246161
3.330600343624589e-06,0.8959620488865567
3.400411932703702e-06,0.90446612506295
3.47168681892656e-06,0.9126090384560778
3.544455673970436e-06,0.9203763525734572
3.618749812411284e-06,0.9277557323965535
3.694601205199302e-06,0.9347371361059057
3.772042493416993e-06,0.9413129832836243
3.851107002325569e-06,0.9474782942530307
3.93182875570577e-06,0.9532307954362811
4.014242490499326e-06,0.9585709860335008
4.098383671757261e-06,0.9635021619642242
4.184288507901576e-06,0.9680303938684003
4.271993966306777e-06,0.9721644570339292
4.361537789208005e-06,0.975915712382774
4.45295850994266e-06,0.9792979390768639
4.5462954695324e-06,0.9823271208532648
4.641588833612773e-06,0.9850211898070843
4.738879609717651e-06,0.9873997329399848
4.838209664925957e-06,0.9894836683025694
4.939621743878326e-06,0.9912948988955027
5.043159487171359e-06,0.9928559535720859
5.148867450137487e-06,0.9941896249249207
5.25679112201842e-06,0.9953186144743836
5.366976945540476e-06,0.9962651953588632
5.479472336900293e-06,0.9970509021329248
5.594325706169378e-06,0.9976962562161156
5.711586478126423e-06,0.9982205340406065
5.831305113526219e-06,0.9986415830912836
5.95353313081437e-06,0.9989756889177412
6.078323128297237e-06,0.9992374939480133
6.205728806776501e-06,0.9994399666876804
6.335804992658241e-06,0.999594417787841
6.468607661546321e-06,0.9997105576453935
6.604193962330305e-06,0.9997965887724092
6.742622241778349e-06,0.9998593252197211
6.883952069645496e-06,0.999904330905356
7.028244264308338e-06,0.9999360687797048
7.175560918936921e-06,0.9999580533122452
7.32596542821523e-06,0.9999729997277663
7.479522515621829e-06,0.9999829646442373
7.636298261282242e-06,0.9999894741454411
7.796360130405221e-06,0.9999936367335693
7.959777002314978e-06,0.9999962399363458
8.126619200091945e-06,0.9999978304987505
8.296958520834915e-06,0.9999987790096834
8.470868266557402e-06,0.9999993304700231
8.648423275731709e-06,0.9999996427022811
8.829699955494083e-06,0.9999998146605253
9.014776314524917e-06,0.9999999066669757
9.20373199661823e-06,0.9999999544318953
9.396648314954691e-06,0.9999999784598604
9.593608287093147e-06,0.9999999901559042
9.794696670695386e-06,0.99999999565696
1e-05,0.9999999981531769
1.020960662306048e-05,0.9999999992442751
1.042360673976401e-05,0.9999999997029209
1.064209244064725e-05,0.9999999998880094
1.086515774652537e-05,0.9999999999595899
1.109289864895223e-05,0.9999999999860697
1.132541315152813e-05,0.9999999999954216
