#Exponential aproximation (mean) vs Original set
#ExpMe(x), ExpMe(CDF) 
1e-08,0.006555026735335145
1.020960662306048e-08,0.006691963688543745
1.042360673976401e-08,0.006831751457936686
1.064209244064725e-08,0.00697444897647459
1.086515774652537e-08,0.007120116377753227
1.109289864895223e-08,0.007268815019713881
1.132541315152813e-08,0.007420607508789701
1.156280131207375e-08,0.007575557724495252
1.180516528568806e-08,0.007733730844464604
1.205260936870841e-08,0.007895193369946596
1.230524004359262e-08,0.008060013151761747
1.256316602474122e-08,0.008228259416728556
1.28264983052806e-08,0.008400002794567207
1.309535020482668e-08,0.008575315345284662
1.336983741824945e-08,0.008754270587050361
1.365007806546014e-08,0.008936943524568308
1.393619274224144e-08,0.00912341067795186
1.422830457214352e-08,0.009313750112108887
1.452653925946781e-08,0.009508041466644301
1.483102514336103e-08,0.009706365986284382
1.514189325304352e-08,0.009908806551832905
1.545927736419478e-08,0.01011544771166339
1.578331405652117e-08,0.01032637571375483
1.61141427725302e-08,0.01054167853827748
1.645190587753661e-08,0.01076144593073514
1.679674872092653e-08,0.01098576943567109
1.714881969870541e-08,0.01121474243094223
1.750827031735723e-08,0.01144846016257017
1.787525525904235e-08,0.01168701978017306
1.824993244816151e-08,0.01193052037298648
1.86324631193156e-08,0.01217906300647753
1.902301188668946e-08,0.01243275075955874
1.942174681489025e-08,0.01269168876240756
1.982883949127072e-08,0.01295598423489763
2.024446509976802e-08,0.01322574652564434
2.066880249629082e-08,0.01350108715167486
2.110203428568597e-08,0.01378211983872157
2.154434690031882e-08,0.01406896056214912
2.199593068030075e-08,0.0143617275885165
2.245697995539776e-08,0.0146605415177784
2.292769312865649e-08,0.01496552532613171
2.340827276178294e-08,0.01527680440950907
2.389892566231048e-08,0.01559450662772388
2.43998629725955e-08,0.01591876234926937
2.491130026067791e-08,0.01624970449677421
2.543345761304648e-08,0.01658746859311755
2.596655972934873e-08,0.01693219280820546
2.651083601908536e-08,0.01728401800640911
2.706652070033241e-08,0.01764308779466728
2.763385290053173e-08,0.01800954857125225
2.821307675939471e-08,0.0183835495752005
2.880444153396298e-08,0.01876524293640647
2.940820170587061e-08,0.01915478372637847
3.002461709085549e-08,0.01955233000965662
3.06539529505653e-08,0.01995804289588732
3.12964801067075e-08,0.02037208659255452
3.195247505759214e-08,0.02079462845836166
3.262222009711667e-08,0.02122583905726116
3.330600343624589e-08,0.02166589221312476
3.40041193270371e-08,0.02211496506505017
3.471686818926559e-08,0.0225732381232957
3.544455673970436e-08,0.02304089532583542
3.618749812411276e-08,0.02351812409552567
3.694601205199302e-08,0.02400511539787276
3.772042493417001e-08,0.02450206379939146
3.851107002325569e-08,0.02500916752654114
3.93182875570577e-08,0.02552662852522669
4.014242490499318e-08,0.0260546525208496
4.098383671757262e-08,0.02659344907889227
4.184288507901584e-08,0.02714323166601984
4.271993966306777e-08,0.02770421771167897
4.361537789208006e-08,0.02827662867017477
4.45295850994266e-08,0.02886069008320247
4.546295469532399e-08,0.02945663164281176
4.641588833612782e-08,0.03006468725477729
4.738879609717651e-08,0.03068509510234951
4.838209664925958e-08,0.03131809771035488
4.939621743878326e-08,0.03196394200961739
5.043159487171359e-08,0.03262287940166508
5.148867450137498e-08,0.03329516582368997
5.256791122018419e-08,0.03398106181371985
5.366976945540476e-08,0.03468083257596755
5.479472336900293e-08,0.03539474804630893
5.594325706169378e-08,0.03612308295785172
5.711586478126435e-08,0.03686611690654307
5.831305113526219e-08,0.03762413441676704
5.95353313081437e-08,0.03839742500688059
6.078323128297236e-08,0.03918628325463014
6.2057288067765e-08,0.03999100886239026
6.335804992658255e-08,0.04081190672216362
6.46860766154632e-08,0.04164928698027415
6.604193962330306e-08,0.04250346510168734
6.742622241778349e-08,0.04337476193388146
6.883952069645497e-08,0.04426350377019683
7.028244264308353e-08,0.04517002241258083
7.175560918936921e-08,0.04609465523364398
7.32596542821523e-08,0.04703774523794069
7.479522515621828e-08,0.04799964112237909
7.636298261282242e-08,0.04898069733566468
7.796360130405237e-08,0.04998127413667508
7.959777002314978e-08,0.05100173765165861
8.126619200091946e-08,0.05204245993014578
8.296958520834915e-08,0.05310381899945549
8.470868266557402e-08,0.05418619891767529
8.648423275731727e-08,0.05528998982498656
8.829699955494083e-08,0.05641558799320057
9.014776314524918e-08,0.05756339587336867
9.20373199661823e-08,0.05873382214131739
9.396648314954691e-08,0.0599272817409604
9.593608287093146e-08,0.06114419592522602
9.794696670695386e-08,0.06238499229443717
1e-07,0.06365010483197242
1.020960662306048e-07,0.06493997393702688
1.042360673976401e-07,0.06625504645428948
1.064209244064725e-07,0.06759577570034325
1.086515774652537e-07,0.06896262148658305
1.109289864895223e-07,0.07035605013844848
1.132541315152813e-07,0.07177653451074861
1.156280131207375e-07,0.07322455399885597
1.180516528568806e-07,0.07470059454553679
1.205260936870841e-07,0.07620514864317007
1.230524004359261e-07,0.07773871533111065
1.256316602474121e-07,0.0793018001879281
1.28264983052806e-07,0.08089491531825688
1.309535020482668e-07,0.08251857933397566
1.336983741824945e-07,0.08417331732942479
1.365007806546014e-07,0.08585966085036678
1.393619274224144e-07,0.08757814785637474
1.422830457214352e-07,0.08932932267633387
1.452653925946781e-07,0.09111373595672301
1.483102514336103e-07,0.09293194460233445
1.514189325304352e-07,0.09478451170908408
1.545927736419479e-07,0.09667200648854379
1.578331405652117e-07,0.09859500418382738
1.61141427725302e-07,0.1005540859764427
1.645190587753661e-07,0.1025498388837126
1.679674872092653e-07,0.1045828556463612
1.714881969870541e-07,0.1066537346058409
1.750827031735723e-07,0.1087630795709756
1.787525525904236e-07,0.1109114996734752
1.824993244816151e-07,0.1130996092118656
1.86324631193156e-07,0.1153280274833767
1.902301188668946e-07,0.1175973786033045
1.942174681489024e-07,0.1199082913113642
1.982883949127071e-07,0.1222613987645367
2.024446509976802e-07,0.1246573383158934
2.066880249629082e-07,0.1270967512788875
2.110203428568597e-07,0.1295802826765721
2.154434690031882e-07,0.1321085809752104
2.199593068030075e-07,0.1346822978017259
2.245697995539772e-07,0.137302087644428
2.292769312865649e-07,0.1399686075364502
2.340827276178294e-07,0.1426825167213166
2.389892566231048e-07,0.1454444763000549
2.43998629725955e-07,0.1482551488592615
2.491130026067786e-07,0.1511151980795162
2.543345761304648e-07,0.1540252883235459
2.596655972934872e-07,0.1569860842035201
2.651083601908536e-07,0.1599982501268687
2.706652070033241e-07,0.1630624498200033
2.763385290053167e-07,0.1661793458293174
2.82130767593947e-07,0.1693495989988546
2.880444153396298e-07,0.1725738679240145
2.940820170587061e-07,0.1758528083806876
3.002461709085549e-07,0.1791870727292024
3.065395295056524e-07,0.1825773092924724
3.12964801067075e-07,0.186024161707751
3.195247505759214e-07,0.1895282682513924
3.262222009711673e-07,0.1930902611360447
3.330600343624589e-07,0.1967107657797057
3.400411932703703e-07,0.2003904000460899
3.471686818926559e-07,0.2041297734557725
3.544455673970435e-07,0.2079294863675992
3.618749812411284e-07,0.211790129129874
3.694601205199302e-07,0.2157122812008633
3.772042493416994e-07,0.219696510238183
3.851107002325569e-07,0.2237433711566734
3.93182875570577e-07,0.2278534051543958
4.014242490499326e-07,0.2320271387064364
4.098383671757261e-07,0.2362650825262377
4.184288507901585e-07,0.2405677304942309
4.271993966306776e-07,0.2449355585535924
4.361537789208006e-07,0.2493690235730154
4.45295850994266e-07,0.2538685621764313
4.5462954695324e-07,0.2584345895397027
4.641588833612782e-07,0.2630674981543709
4.738879609717651e-07,0.2677676565586145
4.838209664925957e-07,0.2725354080356767
4.939621743878326e-07,0.2773710692800835
5.043159487171359e-07,0.2822749290320935
5.148867450137498e-07,0.2872472466809056
5.25679112201842e-07,0.2922882508372585
5.366976945540476e-07,0.2973981378761854
5.479472336900293e-07,0.3025770704507836
5.594325706169378e-07,0.3078251759780095
5.711586478126435e-07,0.3131425450976282
5.831305113526218e-07,0.3185292301055906
5.95353313081437e-07,0.3239852433632718
6.078323128297237e-07,0.329510555684136
6.205728806776501e-07,0.3351050946995855
6.335804992658255e-07,0.3407687432058997
6.468607661546321e-07,0.3465013374943502
6.604193962330305e-07,0.3523026656667836
6.742622241778349e-07,0.3581724659391216
6.883952069645496e-07,0.3641104249354621
7.028244264308353e-07,0.3701161759756516
7.175560918936921e-07,0.3761892973594086
7.32596542821523e-07,0.3823293106503241
7.479522515621828e-07,0.3885356789632535
7.636298261282241e-07,0.394807805258886
7.796360130405236e-07,0.4011450306494854
7.959777002314978e-07,0.4075466327200481
8.126619200091945e-07,0.4140118238693885
8.296958520834915e-07,0.420539749675878
8.470868266557403e-07,0.4271294872928574
8.648423275731727e-07,0.4337800438789713
8.829699955494083e-07,0.4404903550689377
9.014776314524917e-07,0.4472592834905418
9.20373199661823e-07,0.4540856173338691
9.396648314954691e-07,0.4609680689790836
9.593608287093148e-07,0.4679052736892892
9.794696670695385e-07,0.4748957883752586
1e-06,0.4819380904390828
1.020960662306047e-06,0.489030576703993
1.042360673976401e-06,0.496171562437868
1.064209244064725e-06,0.5033592804781333
1.086515774652537e-06,0.5105918804659599
1.109289864895223e-06,0.5178674281978828
1.132541315152813e-06,0.5251839051030852
1.156280131207375e-06,0.5325392078547906
1.180516528568805e-06,0.5399311481243017
1.205260936870841e-06,0.5473574524863281
1.230524004359262e-06,0.5548157624843501
1.256316602474121e-06,0.5623036348647632
1.28264983052806e-06,0.5698185419886079
1.309535020482668e-06,0.5773578724296353
1.336983741824945e-06,0.5849189317673971
1.365007806546014e-06,0.5924989435839709
1.393619274224143e-06,0.6000950506727407
1.422830457214352e-06,0.6077043164674942
1.452653925946781e-06,0.6153237266998274
1.483102514336103e-06,0.622950191292537
1.514189325304352e-06,0.630580546496357
1.545927736419479e-06,0.6382115572769209
1.57833140565212e-06,0.6458399199584043
1.61141427725302e-06,0.6534622651297064
1.645190587753661e-06,0.6610751608184442
1.679674872092653e-06,0.6686751159373236
1.714881969870541e-06,0.6762585840067029
1.750827031735727e-06,0.6838219671563327
1.787525525904235e-06,0.6913616204083317
1.82499324481615e-06,0.6988738562424885
1.86324631193156e-06,0.706354949443901
1.902301188668946e-06,0.7138011422318343
1.942174681489028e-06,0.7212086496674628
1.982883949127071e-06,0.7285736653368579
2.024446509976802e-06,0.7358923673042308
2.066880249629082e-06,0.7431609243289894
2.110203428568597e-06,0.7503755023386742
2.154434690031886e-06,0.7575322711482659
2.199593068030075e-06,0.7646274114147253
2.245697995539772e-06,0.7716571218139507
2.292769312865649e-06,0.7786176264256056
2.340827276178294e-06,0.7855051823095051
2.389892566231052e-06,0.79231608725546
2.43998629725955e-06,0.7990466876866464
2.491130026067786e-06,0.8056933866947585
2.543345761304648e-06,0.8122526521833631
2.596655972934872e-06,0.8187210250940797
2.651083601908542e-06,0.8250951276884253
2.706652070033241e-06,0.8313716718564211
2.763385290053167e-06,0.8375474674213954
2.821307675939471e-06,0.8436194304088023
2.880444153396298e-06,0.849584591245381
2.940820170587067e-06,0.8554401028535863
3.002461709085549e-06,0.861183248604946
3.065395295056524e-06,0.8668114500949025
3.129648010670751e-06,0.8723222747007332
3.195247505759214e-06,0.8777134428834047
3.262222009711673e-06,0.8829828351936564
3.330600343624589e-06,0.8881284989422882
3.400411932703702e-06,0.8931486544945548
3.47168681892656e-06,0.8980417011487495
3.544455673970436e-06,0.9028062225595295
3.618749812411284e-06,0.9074409916673024
3.694601205199302e-06,0.9119449750960502
3.772042493416993e-06,0.9163173369833699
3.851107002325569e-06,0.9205574422082229
3.93182875570577e-06,0.9246648589839429
4.014242490499326e-06,0.9286393607864598
4.098383671757261e-06,0.932480927590417
4.184288507901576e-06,0.9361897463889576
4.271993966306777e-06,0.9397662109763509
4.361537789208005e-06,0.9432109209763713
4.45295850994266e-06,0.9465246801033804
4.5462954695324e-06,0.9497084936473904
4.641588833612773e-06,0.9527635651789835
4.738879609717651e-06,0.9556912924747926
4.838209664925957e-06,0.9584932626692886
4.939621743878326e-06,0.9611712466438271
5.043159487171359e-06,0.963727192669237
5.148867450137487e-06,0.9661632193236555
5.25679112201842e-06,0.9684816077127589
5.366976945540476e-06,0.9706847930249748
5.479472336900293e-06,0.9727753554596118
5.594325706169378e-06,0.9747560105710723
5.711586478126423e-06,0.976629599077339
5.831305113526219e-06,0.978399076185709
5.95353313081437e-06,0.9800675004932087
6.078323128297237e-06,0.9816380225232184
6.205728806776501e-06,0.9831138729634793
6.335804992658241e-06,0.9844983506738323
6.468607661546321e-06,0.9857948105346451
6.604193962330305e-06,0.9870066512089208
6.742622241778349e-06,0.9881373028924645
6.883952069645496e-06,0.989190215127203
7.028244264308338e-06,0.9901688447527653
7.175560918936921e-06,0.9910766440707157
7.32596542821523e-06,0.9919170492943854
7.479522515621829e-06,0.9926934693550545
7.636298261282242e-06,0.993409275132312
7.796360130405221e-06,0.9940677891727807
7.959777002314978e-06,0.9946722759570709
8.126619200091945e-06,0.9952259327698461
8.296958520834915e-06,0.9957318812223208
8.470868266557402e-06,0.996193159470395
8.648423275731709e-06,0.9966127151650584
8.829699955494083e-06,0.9969933991647363
9.014776314524917e-06,0.9973379600319773
9.20373199661823e-06,0.9976490393294162
9.396648314954691e-06,0.9979291677223543
9.593608287093147e-06,0.9981807618877052
9.794696670695386e-06,0.9984061222215516
1e-05,0.9986074313302473
1.020960662306048e-05,0.9987867532829889
1.042360673976401e-05,0.9989460335971554
1.064209244064725e-05,0.9990870999215776
1.086515774652537e-05,0.9992116633773206
1.109289864895223e-05,0.9993213205106249
1.132541315152813e-05,0.999417555808412
1.156280131207375e-05,0.9995017447232672
1.180516528568806e-05,0.999575157152109
1.205260936870841e-05,0.9996389613108508
1.230524004359262e-05,0.9996942279462779
1.256316602474121e-05,0.9997419348260818
1.28264983052806e-05,0.9997829714484991
1.309535020482668e-05,0.9998181439142592
1.336983741824945e-05,0.9998481799054958
1.365007806546014e-05,0.9998737337188761
1.393619274224143e-05,0.9998953913033622
1.422830457214352e-05,0.9999136752566735
1.452653925946781e-05,0.9999290497385779
1.483102514336103e-05,0.9999419252635106
1.514189325304352e-05,0.9999526633396152
1.545927736419479e-05,0.9999615809260248
1.578331405652116e-05,0.999968954684966
1.61141427725302e-05,0.9999750250099886
