#Exponential aproximation (linear regression) vs Original set
#ExpLr(x), ExpLr(CDF) 
1e-06,2.246358654645064e-11
1.020960662306047e-06,2.293443213119417e-11
1.042360673976401e-06,2.341515870085686e-11
1.064209244064725e-06,2.390598830004365e-11
1.086515774652537e-06,2.440703195105698e-11
1.109289864895223e-06,2.491862272080425e-11
1.132541315152813e-06,2.544087163158792e-11
1.156280131207375e-06,2.597422277261785e-11
1.180516528568805e-06,2.651856512159156e-11
1.205260936870841e-06,2.707445379002138e-11
1.230524004359262e-06,2.764199980020976e-11
1.256316602474121e-06,2.822131417445917e-11
1.28264983052806e-06,2.881284100197945e-11
1.309535020482668e-06,2.941680232737554e-11
1.336983741824945e-06,3.003342019525235e-11
1.365007806546014e-06,3.066291665021481e-11
1.393619274224143e-06,3.130562475917031e-11
1.422830457214352e-06,3.196187758902624e-11
1.452653925946781e-06,3.263178616208506e-11
1.483102514336103e-06,3.331579456755662e-11
1.514189325304352e-06,3.401412485004585e-11
1.545927736419479e-06,3.472699905415766e-11
1.57833140565212e-06,3.545497229140437e-11
1.61141427725302e-06,3.619815558408845e-11
1.645190587753661e-06,3.695688199911729e-11
1.679674872092653e-06,3.773148460339826e-11
1.714881969870541e-06,3.852240748614122e-11
1.750827031735727e-06,3.93298726919511e-11
1.787525525904235e-06,4.015421328773527e-11
1.82499324481615e-06,4.099587336270361e-11
1.86324631193156e-06,4.185518598376348e-11
1.902301188668946e-06,4.273248421782228e-11
1.942174681489028e-06,4.362821215408985e-11
1.982883949127071e-06,4.454270285947359e-11
2.024446509976802e-06,4.547628940088089e-11
2.066880249629082e-06,4.642952688982405e-11
2.110203428568597e-06,4.740274839321046e-11
2.154434690031886e-06,4.839628697794751e-11
2.199593068030075e-06,4.941069775554752e-11
2.245697995539772e-06,5.044642481522033e-11
2.292769312865649e-06,5.150380122387332e-11
2.340827276178294e-06,5.258338209301883e-11
2.389892566231052e-06,5.368550048956422e-11
2.43998629725955e-06,5.481082254732428e-11
2.491130026067786e-06,5.595968133320639e-11
2.543345761304648e-06,5.713263195872287e-11
2.596655972934872e-06,5.833011851308356e-11
2.651083601908542e-06,5.955280713010325e-11
2.706652070033241e-06,6.080103087668931e-11
2.763385290053167e-06,6.207545588665653e-11
2.821307675939471e-06,6.337663727151721e-11
2.880444153396298e-06,6.470501912048121e-11
2.940820170587067e-06,6.60612675673633e-11
3.002461709085549e-06,6.744604874597826e-11
3.065395295056524e-06,6.885969572323347e-11
3.129648010670751e-06,7.030309667754864e-11
3.195247505759214e-06,7.177669569813361e-11
3.262222009711673e-06,7.328115891880316e-11
3.330600343624589e-06,7.481715247337206e-11
3.400411932703702e-06,7.63853424956551e-11
3.47168681892656e-06,7.79865061417695e-11
3.544455673970436e-06,7.962108750092511e-11
3.618749812411284e-06,8.129008577384411e-11
3.694601205199302e-06,8.299394504973634e-11
3.772042493416993e-06,8.47335535070215e-11
3.851107002325569e-06,8.650957727951436e-11
3.93182875570577e-06,8.832290454563463e-11
4.014242490499326e-06,9.017420143919708e-11
4.098383671757261e-06,9.206435613862141e-11
4.184288507901576e-06,9.399403477772239e-11
4.271993966306777e-06,9.596423655722219e-11
4.361537789208005e-06,9.797573863323805e-11
4.45295850994266e-06,1.000293181618872e-10
4.5462954695324e-06,1.021259743438918e-10
4.641588833612773e-06,1.042665953576716e-10
4.738879609717651e-06,1.064521804039487e-10
4.838209664925957e-06,1.086833956165378e-10
4.939621743878326e-06,1.109615732630687e-10
5.043159487171359e-06,1.132873794773559e-10
5.148867450137487e-06,1.156619244824242e-10
5.25679112201842e-06,1.180863185012981e-10
5.366976945540476e-06,1.205614497123975e-10
5.479472336900293e-06,1.230885393610492e-10
5.594325706169378e-06,1.256684756256732e-10
5.711586478126423e-06,1.283025907738988e-10
5.831305113526219e-06,1.309918840064483e-10
5.95353313081437e-06,1.337375765686488e-10
6.078323128297237e-06,1.365407786835249e-10
6.205728806776501e-06,1.394028226187061e-10
6.335804992658241e-06,1.42324818597217e-10
6.468607661546321e-06,1.453079878643848e-10
6.604193962330305e-06,1.483537737101415e-10
6.742622241778349e-06,1.514633973798141e-10
6.883952069645496e-06,1.546380801187297e-10
7.028244264308338e-06,1.578794872614253e-10
7.175560918936921e-06,1.611887290309255e-10
7.32596542821523e-06,1.645673597394648e-10
7.479522515621829e-06,1.680167116546727e-10
7.636298261282242e-06,1.715384501110861e-10
7.796360130405221e-06,1.751340183986372e-10
7.959777002314978e-06,1.788049708295603e-10
8.126619200091945e-06,1.825528617160899e-10
8.296958520834915e-06,1.863792453704605e-10
8.470868266557402e-06,1.902858981495115e-10
8.648423275731709e-06,1.942744853877798e-10
8.829699955494083e-06,1.983465613975e-10
9.014776314524917e-06,2.025040135578138e-10
9.20373199661823e-06,2.067486182255607e-10
9.396648314954691e-06,2.110822627798825e-10
9.593608287093147e-06,2.155067235776187e-10
9.794696670695386e-06,2.200237769756086e-10
1e-05,2.246356434199015e-10
1.020960662306048e-05,2.293442102896392e-10
1.042360673976401e-05,2.341513649639637e-10
1.064209244064725e-05,2.390593278889241e-10
1.086515774652537e-05,2.440702084882673e-10
1.109289864895223e-05,2.4918611618574e-10
1.132541315152813e-05,2.544091604050891e-10
1.156280131207375e-05,2.597417836369686e-10
1.180516528568806e-05,2.651860953051255e-10
1.205260936870841e-05,2.707446489225163e-10
1.230524004359262e-05,2.764195539128877e-10
1.256316602474121e-05,2.822134748114991e-10
1.28264983052806e-05,2.881289651313068e-10
1.309535020482668e-05,2.941682453183603e-10
1.336983741824945e-05,3.003342019525235e-10
1.365007806546014e-05,3.066294995690555e-10
1.393619274224143e-05,3.130565806586105e-10
1.422830457214352e-05,3.196184428233551e-10
1.452653925946781e-05,3.263178616208506e-10
1.483102514336103e-05,3.331577236309613e-10
1.514189325304352e-05,3.401409154335511e-10
1.545927736419479e-05,3.472705456530889e-10
1.578331405652116e-05,3.545495008694388e-10
1.61141427725302e-05,3.619811117516747e-10
1.645190587753661e-05,3.695684869242655e-10
1.679674872092653e-05,3.773148460339826e-10
1.714881969870541e-05,3.852236307722023e-10
1.750827031735727e-05,3.932981718079986e-10
1.787525525904236e-05,4.015420218550503e-10
1.82499324481615e-05,4.099586226047336e-10
1.86324631193156e-05,4.185516377930298e-10
1.902301188668946e-05,4.273247311559203e-10
1.942174681489028e-05,4.362816774516887e-10
1.982883949127071e-05,4.454264734832236e-10
2.024446509976802e-05,4.547628940088089e-10
2.066880249629082e-05,4.642950468536355e-10
2.110203428568597e-05,4.740269288205923e-10
2.154434690031887e-05,4.839628697794751e-10
2.199593068030075e-05,4.941070885777776e-10
2.245697995539772e-05,5.044639150852959e-10
2.292769312865649e-05,5.150377901941283e-10
2.340827276178294e-05,5.25833265818676e-10
2.389892566231053e-05,5.368551159179447e-10
2.43998629725955e-05,5.481080034286379e-10
2.491130026067786e-05,5.595967023097614e-10
2.543345761304648e-05,5.713262085649262e-10
2.596655972934872e-05,5.83301518197743e-10
2.651083601908542e-05,5.9552796027873e-10
2.706652070033241e-05,6.080106418338005e-10
2.763385290053167e-05,6.207548919334727e-10
2.821307675939471e-05,6.337663727151721e-10
2.880444153396298e-05,6.470505242717195e-10
2.940820170587067e-05,6.606131197628429e-10
3.002461709085549e-05,6.744600433705727e-10
3.065395295056524e-05,6.885971792769396e-10
3.12964801067075e-05,7.03030633708579e-10
3.195247505759214e-05,7.177666239144287e-10
3.262222009711673e-05,7.328114781657291e-10
3.330600343624589e-05,7.481716357560231e-10
3.400411932703703e-05,7.638538690457608e-10
3.471686818926559e-05,7.798647283507876e-10
3.544455673970435e-05,7.962112080761585e-10
3.618749812411284e-05,8.129003026269288e-10
3.694601205199302e-05,8.299392284527585e-10
3.772042493416993e-05,8.4733531302561e-10
3.851107002325569e-05,8.650959948397485e-10
3.93182875570577e-05,8.832290454563463e-10
4.014242490499326e-05,9.017421254142732e-10
4.098383671757261e-05,9.206432283193067e-10
4.184288507901576e-05,9.399404587995264e-10
4.271993966306776e-05,9.596422545499195e-10
4.361537789208006e-05,9.797569422431707e-10
4.45295850994266e-05,1.000293292641175e-09
4.5462954695324e-05,1.021260187528128e-09
4.641588833612772e-05,1.042666397665926e-09
4.738879609717651e-05,1.064521470972579e-09
4.838209664925957e-05,1.086834511276891e-09
4.939621743878326e-05,1.109615288541477e-09
5.043159487171359e-05,1.132873572728954e-09
5.148867450137487e-05,1.156619355846544e-09
5.256791122018419e-05,1.180862851946074e-09
5.366976945540476e-05,1.205614497123975e-09
5.479472336900293e-05,1.230884949521283e-09
5.594325706169377e-05,1.256685089323639e-09
5.711586478126424e-05,1.283026129783593e-09
5.831305113526218e-05,1.309919173131391e-09
5.95353313081437e-05,1.337375987731093e-09
6.078323128297237e-05,1.365408230924459e-09
6.2057288067765e-05,1.394028115164758e-09
6.335804992658241e-05,1.423247852905263e-09
6.468607661546321e-05,1.453080100688453e-09
6.604193962330305e-05,1.483537626079112e-09
6.742622241778349e-05,1.514633529708931e-09
6.883952069645496e-05,1.546381245276507e-09
7.028244264308338e-05,1.578794428525043e-09
7.175560918936922e-05,1.611886957242348e-09
7.32596542821523e-05,1.645673153305438e-09
7.479522515621829e-05,1.680167560635937e-09
7.636298261282242e-05,1.715385056222374e-09
7.79636013040522e-05,1.751340628075582e-09
7.959777002314978e-05,1.788049930340208e-09
8.126619200091945e-05,1.825528617160899e-09
8.296958520834916e-05,1.863792897793815e-09
8.470868266557403e-05,1.90285920353972e-09
8.648423275731709e-05,1.942744409788588e-09
8.829699955494083e-05,1.983465613975e-09
9.014776314524917e-05,2.025040357622743e-09
9.203731996618231e-05,2.067486515322514e-09
9.39664831495469e-05,2.11082240575422e-09
9.593608287093147e-05,2.155066680664675e-09
9.794696670695385e-05,2.200238324867598e-09
0.0001,2.246356767265922e-09
0.0001020960662306048,2.293441880851788e-09
0.0001042360673976401,2.341513982706545e-09
0.0001064209244064725,2.390593611956149e-09
0.0001086515774652537,2.440702084882673e-09
0.0001109289864895223,2.491860828790493e-09
0.0001132541315152813,2.544091826095496e-09
0.0001156280131207375,2.597417725347384e-09
0.0001180516528568806,2.651861286118162e-09
0.0001205260936870841,2.707446045135953e-09
0.0001230524004359262,2.764195872195785e-09
0.0001256316602474122,2.822135303226503e-09
0.000128264983052806,2.881289096201556e-09
0.0001309535020482668,2.94168278625051e-09
0.0001336983741824945,3.003342463614445e-09
0.0001365007806546014,3.066294551601345e-09
0.0001393619274224143,3.13056602863071e-09
0.0001422830457214352,3.196184761300458e-09
0.0001452653925946781,3.263178949275414e-09
0.0001483102514336103,3.331577347331915e-09
