#Exponential aproximation (linear regression) vs Original set
#ExpLr(x), ExpLr(CDF) 
8.470868266557402e-06,9.399069729854048e-06
8.648423275731709e-06,9.596079511120514e-06
8.829699955494083e-06,9.797218707974231e-06
9.014776314524917e-06,1.000257387373527e-05
9.20373199661823e-06,1.021223337638322e-05
9.396648314954691e-06,1.042628743563867e-05
9.593608287093147e-06,1.064482816248713e-05
9.794696670695386e-06,1.086794959848092e-05
1e-05,1.10957477561513e-05
1.020960662306048e-05,1.13283206605308e-05
1.042360673976401e-05,1.156576839134171e-05
1.064209244064725e-05,1.180819312551762e-05
1.086515774652537e-05,1.205569918216742e-05
1.109289864895223e-05,1.230839306642917e-05
1.132541315152813e-05,1.256638351598838e-05
1.156280131207375e-05,1.28297815475964e-05
1.180516528568806e-05,1.309870050480999e-05
1.205260936870841e-05,1.337325610684115e-05
1.230524004359262e-05,1.36535664984061e-05
1.256316602474121e-05,1.393975230035149e-05
1.28264983052806e-05,1.423193666172384e-05
1.309535020482668e-05,1.45302453128382e-05
1.336983741824945e-05,1.483480661901293e-05
1.365007806546014e-05,1.51457516360809e-05
1.393619274224143e-05,1.54632141670108e-05
1.422830457214352e-05,1.578733081886163e-05
1.452653925946781e-05,1.611824106195758e-05
1.483102514336103e-05,1.645608728995107e-05
1.514189325304352e-05,1.680101488088503e-05
1.545927736419479e-05,1.715317225992052e-05
1.578331405652116e-05,1.751271096284146e-05
1.61141427725302e-05,1.787978570166882e-05
1.645190587753661e-05,1.825455443116297e-05
1.679674872092653e-05,1.863717841665835e-05
1.714881969870541e-05,1.902782230311928e-05
1.750827031735727e-05,1.94266541868604e-05
1.787525525904236e-05,1.9833845686823e-05
1.82499324481615e-05,2.024957201929301e-05
1.86324631193156e-05,2.067401207273001e-05
1.902301188668946e-05,2.110734848492779e-05
1.942174681489028e-05,2.154976772150707e-05
1.982883949127071e-05,2.200146015651772e-05
2.024446509976802e-05,2.246262015359601e-05
2.066880249629082e-05,2.293344615011961e-05
2.110203428568597e-05,2.341414074280568e-05
2.154434690031887e-05,2.39049107740863e-05
2.199593068030075e-05,2.440596742170342e-05
2.245697995539772e-05,2.491752628963617e-05
2.292769312865649e-05,2.54398075001383e-05
2.340827276178294e-05,2.597303578932841e-05
2.389892566231053e-05,2.651744060333527e-05
2.43998629725955e-05,2.707325619699663e-05
2.491130026067786e-05,2.764072173488952e-05
2.543345761304648e-05,2.82200813941369e-05
2.596655972934872e-05,2.881158446921273e-05
2.651083601908542e-05,2.941548547952255e-05
2.706652070033241e-05,3.003204427876049e-05
2.763385290053167e-05,3.066152616659767e-05
2.821307675939471e-05,3.130420200281314e-05
2.880444153396298e-05,3.196034832420036e-05
2.940820170587067e-05,3.263024746280596e-05
3.002461709085549e-05,3.331418766805427e-05
3.065395295056524e-05,3.401246323042617e-05
3.12964801067075e-05,3.472537460791347e-05
3.195247505759214e-05,3.545322855580402e-05
3.262222009711673e-05,3.619633825791002e-05
3.330600343624589e-05,3.695502346179325e-05
3.400411932703703e-05,3.772961061621061e-05
3.471686818926559e-05,3.852043301133534e-05
3.544455673970435e-05,3.932783092241987e-05
3.618749812411284e-05,4.015215175590114e-05
3.694601205199302e-05,4.099375019905871e-05
3.772042493416993e-05,4.185298837211526e-05
