
+----------------+--------------+---------------+
|Function        |AIC           |BIC            |
+----------------+--------------+---------------+
|Weibull         |-107.682852	|-105.593807	|
|Normal          |Inf	|Inf	|
|Exponential(LR) |322.325387	|323.369909	|
|Exponential(Me) |126.493953	|127.538475	|
|Pareto(LR)      |-68.148375	|-66.059331	|
|Pareto(MLH)     |-111.066225	|-108.977180	|
|Cauchy          |326.606408	|328.695453	|
+----------------+--------------+---------------+
