#Weibull - Linearized data and linear fitting
#Linearized-data(x), Linearized-data(y), Aproximation(x), Aproximation(y)
-16.81124283151826,-1.089239639627451,-16.81124283151826,-1.237023448691482
-16.81124283151826,-1.089239639627451,-16.81124283151826,-1.237023448691482
-16.81124283151826,-1.089239639627451,-16.81124283151826,-1.237023448691482
-16.81124283151826,-1.089239639627451,-16.81124283151826,-1.237023448691482
-16.81124283151826,-1.089239639627451,-16.81124283151826,-1.237023448691482
-16.81124283151826,-1.089239639627451,-16.81124283151826,-1.237023448691482
-4.603771165074384,-0.9027204557178803,-4.603771165074384,0.07764619950129259
-3.910574055663041,-0.734858986966473,-3.910574055663041,0.1522992664801924
-3.217426875103096,-0.5805048236948935,-3.217426875103096,0.2269469564287543
-2.657818219708106,-0.4359854026260923,-2.657818219708106,0.2872133681982011
-2.524292176522294,-0.2984904804456336,-2.524292176522294,0.3015933021449004
-2.205839580136861,-0.1657029809936963,-2.205839580136861,0.3358886889617244
-2.118822907737104,-0.03554335105971584,-2.118822907737104,0.3452598496096049
-2.038775719353823,0.0940478276166993,-2.038775719353823,0.3538804396765834
-1.964671039148161,0.2253514868259619,-1.964671039148161,0.361861058146763
-1.770516702959404,0.3612237501175355,-1.770516702959404,0.3827702865133548
-1.7133605734117,0.5057496085331981,-1.7133605734117,0.3889256502756228
-1.559205931039997,0.6657298105782774,-1.559205931039997,0.4055271575321313
-1.107221239573752,0.8550003727983188,-1.107221239573752,0.4542031300475395
-0.8425315705478573,1.113344053959988,-0.8425315705478573,0.4827085801167023
-0.09287215420546611,3.569246121057691,-0.09287215420546611,0.5634422904276065
