#Exponential aproximation (mean) vs Original set
#ExpMe(x), ExpMe(CDF) 
5.043159487171359e-06,0.0002963663575561437
5.148867450137487e-06,0.000302577452791053
5.25679112201842e-06,0.0003089186968848745
5.366976945540476e-06,0.0003153928161575559
5.479472336900293e-06,0.000322002594003501
5.594325706169378e-06,0.0003287508720842824
5.711586478126423e-06,0.0003356405515467786
5.831305113526219e-06,0.0003426745942671783
5.95353313081437e-06,0.0003498560241204096
6.078323128297237e-06,0.0003571879282756596
6.205728806776501e-06,0.0003646734585196487
6.335804992658241e-06,0.0003723158326075504
6.468607661546321e-06,0.0003801183356407778
6.604193962330305e-06,0.0003880843214754126
6.742622241778349e-06,0.0003962172141580567
6.883952069645496e-06,0.0004045205093932136
7.028244264308338e-06,0.0004129977760400916
7.175560918936921e-06,0.0004216526576411583
7.32596542821523e-06,0.0004304888739822266
7.479522515621829e-06,0.000439510222685402
7.636298261282242e-06,0.0004487205808346717
7.796360130405221e-06,0.00045812390663591
7.959777002314978e-06,0.0004677242411108562
8.126619200091945e-06,0.0004775257098266206
8.296958520834915e-06,0.0004875325246614937
8.470868266557402e-06,0.0004977489856067274
8.648423275731709e-06,0.0005081794826067298
8.829699955494083e-06,0.0005188284974362301
9.014776314524917e-06,0.0005297006056181885
9.20373199661823e-06,0.0005408004783798992
9.396648314954691e-06,0.0005521328846508355
9.593608287093147e-06,0.0005637026931016864
9.794696670695386e-06,0.000575514874225469
1e-05,0.0005875745024626067
1.020960662306048e-05,0.0005998867583691947
1.042360673976401e-05,0.0006124569308310068
1.064209244064725e-05,0.0006252904193231323
1.086515774652537e-05,0.0006383927362166864
1.109289864895223e-05,0.0006517695091334819
1.132541315152813e-05,0.0006654264833487744
1.156280131207375e-05,0.0006793695242452991
1.180516528568806e-05,0.0006936046198163792
1.205260936870841e-05,0.0007081378832231033
1.230524004359262e-05,0.0007229755554020167
1.256316602474121e-05,0.0007381240077291018
1.28264983052806e-05,0.0007535897447377149
1.309535020482668e-05,0.0007693794068929227
1.336983741824945e-05,0.0007854997734235702
1.365007806546014e-05,0.0008019577652133014
1.393619274224143e-05,0.0008187604477501997
1.422830457214352e-05,0.0008359150341389343
1.452653925946781e-05,0.0008534288881744123
1.483102514336103e-05,0.0008713095274786031
1.514189325304352e-05,0.0008895646267037538
1.545927736419479e-05,0.0009082020207998864
1.578331405652116e-05,0.0009272297083509073
1.61141427725302e-05,0.0009466558549799942
1.645190587753661e-05,0.0009664887968241498
1.679674872092653e-05,0.0009867370440811429
1.714881969870541e-05,0.001007409284629945
1.750827031735727e-05,0.00102851438772511
1.787525525904236e-05,0.001050061407768088
1.82499324481615e-05,0.001072059588155483
1.86324631193156e-05,0.001094518365207464
1.902301188668946e-05,0.00111744737217645
1.942174681489028e-05,0.001140856443338611
1.982883949127071e-05,0.001164755618169866
2.024446509976802e-05,0.001189155145607024
2.066880249629082e-05,0.00121406548839742
2.110203428568597e-05,0.001239497327537475
2.154434690031887e-05,0.001265461566802739
2.199593068030075e-05,0.001291969337370857
2.245697995539772e-05,0.001319032002539244
2.292769312865649e-05,0.00134666116254023
2.340827276178294e-05,0.001374868659454576
2.389892566231053e-05,0.001403666582225349
2.43998629725955e-05,0.001433067271775501
2.491130026067786e-05,0.001463083326229575
2.543345761304648e-05,0.001493727606242445
2.596655972934872e-05,0.001525013240437301
2.651083601908542e-05,0.001556953630955205
2.706652070033241e-05,0.001589562459117011
2.763385290053167e-05,0.001622853691202075
2.821307675939471e-05,0.001656841584344648
2.880444153396298e-05,0.001691540692550508
2.940820170587067e-05,0.001726965872836161
3.002461709085549e-05,0.001763132291493719
3.065395295056524e-05,0.001800055430483227
3.12964801067075e-05,0.001837751093954787
3.195247505759214e-05,0.001876235414903893
3.262222009711673e-05,0.001915524861962004
3.330600343624589e-05,0.001955636246324999
3.400411932703703e-05,0.001996586728822414
3.471686818926559e-05,0.002038393827130114
3.544455673970435e-05,0.002081075423129519
3.618749812411284e-05,0.002124649770415599
3.694601205199302e-05,0.00216913550195752
3.772042493416993e-05,0.002214551637913065
3.851107002325569e-05,0.002260917593603029
3.93182875570577e-05,0.002308253187645048
4.014242490499326e-05,0.002356578650252072
4.098383671757261e-05,0.002405914631699257
