#Normal aproximation vs Original set
#Normal(x), Normal(CDF)
1e-08,0.3382096521603359
1.020960662306048e-08,0.3382096522706636
1.042360673976401e-08,0.3382096523833038
1.064209244064725e-08,0.338209652498305
1.086515774652537e-08,0.3382096526157168
1.109289864895223e-08,0.3382096527355895
1.132541315152813e-08,0.3382096528579749
1.156280131207375e-08,0.3382096529829255
1.180516528568806e-08,0.3382096531104952
1.205260936870841e-08,0.3382096532407389
1.230524004359262e-08,0.3382096533737125
1.256316602474122e-08,0.3382096535094733
1.28264983052806e-08,0.3382096536480798
1.309535020482668e-08,0.3382096537895916
1.336983741824945e-08,0.3382096539340695
1.365007806546014e-08,0.3382096540815758
1.393619274224144e-08,0.338209654232174
1.422830457214352e-08,0.3382096543859288
1.452653925946781e-08,0.3382096545429063
1.483102514336103e-08,0.3382096547031742
1.514189325304352e-08,0.3382096548668014
1.545927736419478e-08,0.3382096550338585
1.578331405652117e-08,0.338209655204417
1.61141427725302e-08,0.3382096553785507
1.645190587753661e-08,0.3382096555563343
1.679674872092653e-08,0.3382096557378443
1.714881969870541e-08,0.3382096559231589
1.750827031735723e-08,0.3382096561123579
1.787525525904235e-08,0.3382096563055226
1.824993244816151e-08,0.338209656502736
1.86324631193156e-08,0.3382096567040833
1.902301188668946e-08,0.3382096569096509
1.942174681489025e-08,0.3382096571195274
1.982883949127072e-08,0.338209657333803
2.024446509976802e-08,0.3382096575525699
2.066880249629082e-08,0.3382096577759224
2.110203428568597e-08,0.3382096580039565
2.154434690031882e-08,0.3382096582367703
2.199593068030075e-08,0.3382096584744641
2.245697995539776e-08,0.3382096587171401
2.292769312865649e-08,0.3382096589649027
2.340827276178294e-08,0.3382096592178586
2.389892566231048e-08,0.3382096594761166
2.43998629725955e-08,0.3382096597397879
2.491130026067791e-08,0.3382096600089859
2.543345761304648e-08,0.3382096602838265
2.596655972934873e-08,0.3382096605644279
2.651083601908536e-08,0.3382096608509109
2.706652070033241e-08,0.3382096611433988
2.763385290053173e-08,0.3382096614420174
2.821307675939471e-08,0.3382096617468953
2.880444153396298e-08,0.3382096620581636
2.940820170587061e-08,0.3382096623759563
3.002461709085549e-08,0.3382096627004101
3.06539529505653e-08,0.3382096630316647
3.12964801067075e-08,0.3382096633698627
3.195247505759214e-08,0.3382096637151494
3.262222009711667e-08,0.3382096640676736
3.330600343624589e-08,0.338209664427587
3.40041193270371e-08,0.3382096647950444
3.471686818926559e-08,0.3382096651702039
3.544455673970436e-08,0.338209665553227
3.618749812411276e-08,0.3382096659442785
3.694601205199302e-08,0.3382096663435268
3.772042493417001e-08,0.3382096667511436
3.851107002325569e-08,0.3382096671673042
3.93182875570577e-08,0.338209667592188
4.014242490499318e-08,0.3382096680259774
4.098383671757262e-08,0.3382096684688595
4.184288507901584e-08,0.3382096689210246
4.271993966306777e-08,0.3382096693826674
4.361537789208006e-08,0.3382096698539865
4.45295850994266e-08,0.3382096703351848
4.546295469532399e-08,0.3382096708264694
4.641588833612782e-08,0.3382096713280516
4.738879609717651e-08,0.3382096718401473
4.838209664925958e-08,0.3382096723629768
4.939621743878326e-08,0.3382096728967652
5.043159487171359e-08,0.3382096734417422
5.148867450137498e-08,0.3382096739981422
5.256791122018419e-08,0.3382096745662048
5.366976945540476e-08,0.3382096751461743
5.479472336900293e-08,0.3382096757383004
5.594325706169378e-08,0.3382096763428378
5.711586478126435e-08,0.3382096769600468
5.831305113526219e-08,0.3382096775901928
5.95353313081437e-08,0.3382096782335472
6.078323128297236e-08,0.3382096788903866
6.2057288067765e-08,0.3382096795609939
6.335804992658255e-08,0.3382096802456575
6.46860766154632e-08,0.3382096809446721
6.604193962330306e-08,0.3382096816583385
6.742622241778349e-08,0.3382096823869639
6.883952069645497e-08,0.3382096831308617
7.028244264308353e-08,0.3382096838903521
7.175560918936921e-08,0.338209684665762
7.32596542821523e-08,0.3382096854574249
7.479522515621828e-08,0.3382096862656817
7.636298261282242e-08,0.33820968709088
7.796360130405237e-08,0.338209687933375
7.959777002314978e-08,0.3382096887935293
8.126619200091946e-08,0.3382096896717129
8.296958520834915e-08,0.338209690568304
8.470868266557402e-08,0.3382096914836881
8.648423275731727e-08,0.3382096924182593
8.829699955494083e-08,0.3382096933724197
9.014776314524918e-08,0.33820969434658
9.20373199661823e-08,0.3382096953411593
9.396648314954691e-08,0.3382096963565857
9.593608287093146e-08,0.338209697393296
9.794696670695386e-08,0.3382096984517365
1e-07,0.3382096995323627
1.020960662306048e-07,0.3382097006356394
1.042360673976401e-07,0.3382097017620416
1.064209244064725e-07,0.3382097029120539
1.086515774652537e-07,0.3382097040861712
1.109289864895223e-07,0.3382097052848989
1.132541315152813e-07,0.3382097065087526
1.156280131207375e-07,0.3382097077582591
1.180516528568806e-07,0.3382097090339561
1.205260936870841e-07,0.3382097103363925
1.230524004359261e-07,0.338209711666129
1.256316602474121e-07,0.3382097130237375
1.28264983052806e-07,0.3382097144098024
1.309535020482668e-07,0.3382097158249202
1.336983741824945e-07,0.3382097172696998
1.365007806546014e-07,0.3382097187447629
1.393619274224144e-07,0.3382097202507444
1.422830457214352e-07,0.3382097217882921
1.452653925946781e-07,0.3382097233580679
1.483102514336103e-07,0.3382097249607473
1.514189325304352e-07,0.3382097265970199
1.545927736419479e-07,0.3382097282675898
1.578331405652117e-07,0.338209729973176
1.61141427725302e-07,0.3382097317145124
1.645190587753661e-07,0.3382097334923484
1.679674872092653e-07,0.338209735307449
1.714881969870541e-07,0.3382097371605953
1.750827031735723e-07,0.3382097390525848
1.787525525904236e-07,0.3382097409842317
1.824993244816151e-07,0.3382097429563672
1.86324631193156e-07,0.3382097449698399
1.902301188668946e-07,0.3382097470255164
1.942174681489024e-07,0.3382097491242811
1.982883949127071e-07,0.3382097512670375
2.024446509976802e-07,0.3382097534547074
2.066880249629082e-07,0.3382097556882323
2.110203428568597e-07,0.3382097579685734
2.154434690031882e-07,0.338209760296712
2.199593068030075e-07,0.3382097626736499
2.245697995539772e-07,0.3382097651004099
2.292769312865649e-07,0.3382097675780365
2.340827276178294e-07,0.3382097701075958
2.389892566231048e-07,0.3382097726901763
2.43998629725955e-07,0.3382097753268895
2.491130026067786e-07,0.3382097780188699
2.543345761304648e-07,0.338209780767276
2.596655972934872e-07,0.3382097835732905
2.651083601908536e-07,0.338209786438121
2.706652070033241e-07,0.3382097893630002
2.763385290053167e-07,0.3382097923491868
2.82130767593947e-07,0.3382097953979659
2.880444153396298e-07,0.3382097985106495
2.940820170587061e-07,0.3382098016885769
3.002461709085549e-07,0.3382098049331158
3.065395295056524e-07,0.3382098082456624
3.12964801067075e-07,0.3382098116276422
3.195247505759214e-07,0.3382098150805106
3.262222009711673e-07,0.3382098186057534
3.330600343624589e-07,0.3382098222048876
3.400411932703703e-07,0.3382098258794621
3.471686818926559e-07,0.3382098296310581
3.544455673970435e-07,0.33820983346129
3.618749812411284e-07,0.3382098373718062
