#Weibull aproximation vs Original set
#W(x), W(CDF) 
1e-08,0.0002233803453034477
1.020960662306048e-08,0.0002258135316643983
1.042360673976401e-08,0.0002282732186557057
1.064209244064725e-08,0.0002307596948382118
1.086515774652537e-08,0.0002332732519131353
1.109289864895223e-08,0.0002358141847568218
1.132541315152813e-08,0.0002383827914547165
1.156280131207375e-08,0.0002409793733364474
1.180516528568806e-08,0.0002436042350113521
1.205260936870841e-08,0.0002462576844036724
1.230524004359262e-08,0.000248940032788969
1.256316602474122e-08,0.0002516515948302045
1.28264983052806e-08,0.000254392688614935
1.309535020482668e-08,0.0002571636356925033
1.336983741824945e-08,0.000259964761111342
1.365007806546014e-08,0.0002627963934574984
1.393619274224144e-08,0.0002656588648923819
1.422830457214352e-08,0.0002685525111926212
1.452653925946781e-08,0.0002714776717883671
1.483102514336103e-08,0.0002744346898037042
1.514189325304352e-08,0.0002774239120965083
1.545927736419478e-08,0.0002804456892990803
1.578331405652117e-08,0.0002835003758591137
1.61141427725302e-08,0.0002865883300813277
1.645190587753661e-08,0.0002897099141692117
1.679674872092653e-08,0.0002928654942675468
1.714881969870541e-08,0.0002960554405050386
1.750827031735723e-08,0.0002992801270379486
1.787525525904235e-08,0.000302539932093504
1.824993244816151e-08,0.000305835238014307
1.86324631193156e-08,0.0003091664313031872
1.902301188668946e-08,0.0003125339026681662
1.942174681489025e-08,0.0003159380470681983
1.982883949127072e-08,0.0003193792637596893
2.024446509976802e-08,0.0003228579563426814
2.066880249629082e-08,0.0003263745328082601
2.110203428568597e-08,0.0003299294055867374
2.154434690031882e-08,0.0003335229915948368
2.199593068030075e-08,0.0003371557122855418
2.245697995539776e-08,0.000340827993696724
2.292769312865649e-08,0.0003445402665012143
2.340827276178294e-08,0.0003482929660567624
2.389892566231048e-08,0.0003520865324577738
2.43998629725955e-08,0.0003559214105857134
2.491130026067791e-08,0.0003597980501619524
2.543345761304648e-08,0.000363716905799949
2.596655972934873e-08,0.0003676784370583164
2.651083601908536e-08,0.0003716831084947803
2.706652070033241e-08,0.0003757313897205794
2.763385290053173e-08,0.0003798237554547557
2.821307675939471e-08,0.0003839606855803313
2.880444153396298e-08,0.0003881426651999309
2.940820170587061e-08,0.0003923701846927363
3.002461709085549e-08,0.0003966437397715517
3.06539529505653e-08,0.0004009638315408681
3.12964801067075e-08,0.0004053309665555949
3.195247505759214e-08,0.0004097456568796787
3.262222009711667e-08,0.0004142084201466112
3.330600343624589e-08,0.0004187197796194919
3.40041193270371e-08,0.0004232802642520905
3.471686818926559e-08,0.0004278904087509083
3.544455673970436e-08,0.0004325507536376838
3.618749812411276e-08,0.0004372618453118982
3.694601205199302e-08,0.0004420242361155013
3.772042493417001e-08,0.0004468384843966389
3.851107002325569e-08,0.0004517051545752659
3.93182875570577e-08,0.0004566248172090948
4.014242490499318e-08,0.0004615980490597638
4.098383671757262e-08,0.0004666254331608943
4.184288507901584e-08,0.0004717075588852593
4.271993966306777e-08,0.0004768450220146159
4.361537789208006e-08,0.0004820384248084286
4.45295850994266e-08,0.0004872883760743685
4.546295469532399e-08,0.0004925954912395891
4.641588833612782e-08,0.0004979603924225584
4.738879609717651e-08,0.0005033837085053339
4.838209664925958e-08,0.0005088660752072816
4.939621743878326e-08,0.0005144081351590168
5.043159487171359e-08,0.0005200105379775666
5.148867450137498e-08,0.0005256739403421973
5.256791122018419e-08,0.0005313990060707985
5.366976945540476e-08,0.0005371864061974874
5.479472336900293e-08,0.0005430368190507684
5.594325706169378e-08,0.0005489509303328033
5.711586478126435e-08,0.0005549294331995691
5.831305113526219e-08,0.0005609730283409053
5.95353313081437e-08,0.0005670824240634476
6.078323128297236e-08,0.0005732583363718957
6.2057288067765e-08,0.0005795014890535022
6.335804992658255e-08,0.0005858126137622266
6.46860766154632e-08,0.0005921924501035569
6.604193962330306e-08,0.0005986417457214399
6.742622241778349e-08,0.0006051612563848785
6.883952069645497e-08,0.0006117517460761945
7.028244264308353e-08,0.0006184139870802907
7.175560918936921e-08,0.0006251487600742456
7.32596542821523e-08,0.0006319568542185738
7.479522515621828e-08,0.0006388390672492639
7.636298261282242e-08,0.0006457962055703703
7.796360130405237e-08,0.000652829084348272
7.959777002314978e-08,0.000659938527606263
8.126619200091946e-08,0.000667125368321031
8.296958520834915e-08,0.0006743904485193575
8.470868266557402e-08,0.0006817346193763729
8.648423275731727e-08,0.0006891587413142553
8.829699955494083e-08,0.0006966636841029272
9.014776314524918e-08,0.0007042503269610867
9.20373199661823e-08,0.0007119195586585692
9.396648314954691e-08,0.0007196722776198206
9.593608287093146e-08,0.0007275093920284803
9.794696670695386e-08,0.0007354318199330745
1e-07,0.0007434404893537083
1.020960662306048e-07,0.0007515363383905349
1.042360673976401e-07,0.0007597203153323351
1.064209244064725e-07,0.0007679933787670956
1.086515774652537e-07,0.0007763564976935866
1.109289864895223e-07,0.0007848106516340492
1.132541315152813e-07,0.0007933568307477712
1.156280131207375e-07,0.0008019960359468836
1.180516528568806e-07,0.0008107292790122678
1.205260936870841e-07,0.0008195575827113499
1.230524004359261e-07,0.0008284819809167843
1.256316602474121e-07,0.000837503518727134
1.28264983052806e-07,0.0008466232525879969
1.309535020482668e-07,0.0008558422504145735
1.336983741824945e-07,0.0008651615917164568
1.365007806546014e-07,0.0008745823677221987
1.393619274224144e-07,0.0008841056815068749
1.422830457214352e-07,0.0008937326481198715
1.452653925946781e-07,0.0009034643947141152
1.483102514336103e-07,0.0009133020606776343
1.514189325304352e-07,0.0009232467977653425
1.545927736419479e-07,0.0009332997702330426
1.578331405652117e-07,0.0009434621549724298
1.61141427725302e-07,0.0009537351416479822
1.645190587753661e-07,0.0009641199328345174
1.679674872092653e-07,0.0009746177441576354
1.714881969870541e-07,0.0009852298044336072
1.750827031735723e-07,0.0009959573558131485
1.787525525904236e-07,0.001006801653924749
1.824993244816151e-07,0.001017763968020557
1.86324631193156e-07,0.001028845581123705
1.902301188668946e-07,0.001040047790176635
1.942174681489024e-07,0.001051371906192311
1.982883949127071e-07,0.001062819254405434
2.024446509976802e-07,0.001074391174426315
2.066880249629082e-07,0.001086089020396419
2.110203428568597e-07,0.001097914161144797
2.154434690031882e-07,0.001109867980347179
2.199593068030075e-07,0.001121951876686067
2.245697995539772e-07,0.001134167264012498
2.292769312865649e-07,0.001146515571510354
2.340827276178294e-07,0.001158998243861231
2.389892566231048e-07,0.001171616741412307
2.43998629725955e-07,0.001184372540345091
2.491130026067786e-07,0.001197267132846291
2.543345761304648e-07,0.001210302027280674
2.596655972934872e-07,0.001223478748365259
2.651083601908536e-07,0.001236798837346176
2.706652070033241e-07,0.001250263852176636
2.763385290053167e-07,0.001263875367697342
2.82130767593947e-07,0.001277634975818454
2.880444153396298e-07,0.001291544285703439
2.940820170587061e-07,0.001305604923955705
3.002461709085549e-07,0.001319818534806116
3.065395295056524e-07,0.001334186780302837
3.12964801067075e-07,0.001348711340504183
3.195247505759214e-07,0.001363393913671795
3.262222009711673e-07,0.001378236216467377
3.330600343624589e-07,0.001393239984150529
3.400411932703703e-07,0.001408406970779708
3.471686818926559e-07,0.001423738949413833
3.544455673970435e-07,0.001439237712317798
3.618749812411284e-07,0.001454905071168744
3.694601205199302e-07,0.001470742857265339
3.772042493416994e-07,0.001486752921738943
3.851107002325569e-07,0.00150293713576688
3.93182875570577e-07,0.001519297390788821
4.014242490499326e-07,0.001535835598724056
4.098383671757261e-07,0.001552553692192316
4.184288507901585e-07,0.001569453624736705
4.271993966306776e-07,0.00158653737104808
4.361537789208006e-07,0.001603806927193197
4.45295850994266e-07,0.001621264310844306
4.5462954695324e-07,0.001638911561511192
4.641588833612782e-07,0.001656750740776758
4.738879609717651e-07,0.001674783932533286
4.838209664925957e-07,0.00169301324322324
4.939621743878326e-07,0.001711440802080522
5.043159487171359e-07,0.001730068761376602
5.148867450137498e-07,0.001748899296666773
5.25679112201842e-07,0.001767934607041277
5.366976945540476e-07,0.001787176915377331
5.479472336900293e-07,0.001806628468595139
5.594325706169378e-07,0.00182629153791547
5.711586478126435e-07,0.001846168419121108
5.831305113526218e-07,0.001866261432819982
5.95353313081437e-07,0.001886572924711949
6.078323128297237e-07,0.001907105265857578
6.205728806776501e-07,0.001927860852950714
6.335804992658255e-07,0.001948842108593141
6.468607661546321e-07,0.001970051481572477
6.604193962330305e-07,0.001991491447142946
6.742622241778349e-07,0.00201316450730904
6.883952069645496e-07,0.002035073191112402
7.028244264308353e-07,0.002057220054921371
7.175560918936921e-07,0.002079607682723972
7.32596542821523e-07,0.002102238686423563
7.479522515621828e-07,0.002125115706138159
7.636298261282241e-07,0.002148241410502183
7.796360130405236e-07,0.002171618496972116
7.959777002314978e-07,0.002195249692134804
8.126619200091945e-07,0.002219137752019318
8.296958520834915e-07,0.002243285462412148
8.470868266557403e-07,0.002267695639174949
8.648423275731727e-07,0.002292371128567061
8.829699955494083e-07,0.002317314807569915
9.014776314524917e-07,0.002342529584216102
9.20373199661823e-07,0.002368018397920668
9.396648314954691e-07,0.00239378421981673
9.593608287093148e-07,0.002419830053094651
9.794696670695385e-07,0.002446158933344322
1e-06,0.002472773928900884
1.020960662306047e-06,0.002499678141194783
1.042360673976401e-06,0.002526874705105153
1.064209244064725e-06,0.002554366789316309
1.086515774652537e-06,0.002582157596679013
1.109289864895223e-06,0.002610250364574629
1.132541315152813e-06,0.002638648365283491
1.156280131207375e-06,0.002667354906357167
1.180516528568805e-06,0.002696373330994484
1.205260936870841e-06,0.002725707018421009
1.230524004359262e-06,0.002755359384273626
1.256316602474121e-06,0.002785333880988006
1.28264983052806e-06,0.002815633998190514
1.309535020482668e-06,0.00284626326309434
1.336983741824945e-06,0.002877225240899617
1.365007806546014e-06,0.002908523535197438
1.393619274224143e-06,0.002940161788378637
1.422830457214352e-06,0.002972143682046235
1.452653925946781e-06,0.003004472937432778
1.483102514336103e-06,0.003037153315820995
1.514189325304352e-06,0.003070188618969905
1.545927736419479e-06,0.003103582689544915
1.57833140565212e-06,0.003137339411552253
1.61141427725302e-06,0.003171462710777506
1.645190587753661e-06,0.003205956555230038
1.679674872092653e-06,0.003240824955590416
1.714881969870541e-06,0.003276071965663152
1.750827031735727e-06,0.003311701682834567
1.787525525904235e-06,0.003347718248534526
1.82499324481615e-06,0.003384125848703401
1.86324631193156e-06,0.003420928714263805
1.902301188668946e-06,0.003458131121596986
1.942174681489028e-06,0.003495737393024556
1.982883949127071e-06,0.003533751897294324
2.024446509976802e-06,0.003572179050072344
2.066880249629082e-06,0.003611023314438633
2.110203428568597e-06,0.003650289201389101
2.154434690031886e-06,0.003689981270342257
2.199593068030075e-06,0.003730104129650469
2.245697995539772e-06,0.003770662437117545
2.292769312865649e-06,0.003811660900520764
2.340827276178294e-06,0.003853104278138786
2.389892566231052e-06,0.003894997379284226
2.43998629725955e-06,0.00393734506484289
2.491130026067786e-06,0.003980152247816893
2.543345761304648e-06,0.004023423893874889
2.596655972934872e-06,0.004067165021906405
2.651083601908542e-06,0.004111380704583389
2.706652070033241e-06,0.004156076068925985
2.763385290053167e-06,0.004201256296875178
2.821307675939471e-06,0.004246926625870451
2.880444153396298e-06,0.004293092349433425
2.940820170587067e-06,0.004339758817758388
3.002461709085549e-06,0.004386931438307151
3.065395295056524e-06,0.004434615676411013
3.129648010670751e-06,0.00448281705587894
3.195247505759214e-06,0.004531541159610852
3.262222009711673e-06,0.004580793630218127
3.330600343624589e-06,0.0046305801706501
3.400411932703702e-06,0.004680906544826002
3.47168681892656e-06,0.004731778578275003
3.544455673970436e-06,0.004783202158780475
3.618749812411284e-06,0.004835183237032803
3.694601205199302e-06,0.004887727827287414
3.772042493416993e-06,0.004940842008029578
3.851107002325569e-06,0.00499453192264665
3.93182875570577e-06,0.005048803780105637
4.014242490499326e-06,0.005103663855639096
4.098383671757261e-06,0.005159118491436576
4.184288507901576e-06,0.005215174097343733
4.271993966306777e-06,0.005271837151567871
4.361537789208005e-06,0.005329114201391039
4.45295850994266e-06,0.005387011863889568
4.5462954695324e-06,0.005445536826661379
4.641588833612773e-06,0.005504695848559948
4.738879609717651e-06,0.005564495760436272
4.838209664925957e-06,0.0056249434658866
4.939621743878326e-06,0.005686045942009832
5.043159487171359e-06,0.005747810240170237
5.148867450137487e-06,0.005810243486769173
5.25679112201842e-06,0.005873352884023464
5.366976945540476e-06,0.005937145710751657
5.479472336900293e-06,0.0060016293231685
5.594325706169378e-06,0.006066811155686636
5.711586478126423e-06,0.006132698721725838
5.831305113526219e-06,0.006199299614531251
5.95353313081437e-06,0.006266621507998726
6.078323128297237e-06,0.006334672157507937
6.205728806776501e-06,0.00640345940076481
6.335804992658241e-06,0.006472991158651187
6.468607661546321e-06,0.006543275436082352
6.604193962330305e-06,0.006614320322874456
6.742622241778349e-06,0.006686133994618371
6.883952069645496e-06,0.006758724713563535
7.028244264308338e-06,0.00683210082950958
7.175560918936921e-06,0.006906270780706603
7.32596542821523e-06,0.006981243094764
7.479522515621829e-06,0.00705702638956851
7.636298261282242e-06,0.007133629374210582
7.796360130405221e-06,0.007211060849919626
7.959777002314978e-06,0.007289329711008374
8.126619200091945e-06,0.007368444945826447
8.296958520834915e-06,0.00744841563772225
8.470868266557402e-06,0.007529250966014644
8.648423275731709e-06,0.007610960206973938
8.829699955494083e-06,0.007693552734811648
9.014776314524917e-06,0.007777038022679816
9.20373199661823e-06,0.007861425643679976
9.396648314954691e-06,0.007946725271881117
9.593608287093147e-06,0.008032946683347864
9.794696670695386e-06,0.00812009975717809
1e-05,0.008208194476549524
1.020960662306048e-05,0.008297240929777128
1.042360673976401e-05,0.008387249311380129
1.064209244064725e-05,0.008478229923158387
1.086515774652537e-05,0.008570193175279295
1.109289864895223e-05,0.008663149587374686
1.132541315152813e-05,0.008757109789647721
1.156280131207375e-05,0.008852084523990111
1.180516528568806e-05,0.008948084645109544
1.205260936870841e-05,0.009045121121667776
1.230524004359262e-05,0.009143205037428492
1.256316602474121e-05,0.009242347592416378
1.28264983052806e-05,0.009342560104085962
1.309535020482668e-05,0.009443854008502561
1.336983741824945e-05,0.009546240861531885
1.365007806546014e-05,0.009649732340042072
1.393619274224143e-05,0.009754340243116277
1.422830457214352e-05,0.009860076493275027
1.452653925946781e-05,0.009966953137711676
1.483102514336103e-05,0.01007498234953641
1.514189325304352e-05,0.01018417642903402
1.545927736419479e-05,0.01029454780493044
1.578331405652116e-05,0.01040610903567252
1.61141427725302e-05,0.01051887281071773
1.645190587753661e-05,0.01063285195183616
1.679674872092653e-05,0.01074805941442369
1.714881969870541e-05,0.01086450828882668
1.750827031735727e-05,0.01098221180167802
1.787525525904236e-05,0.01110118331724574
