#Empirical CDF function
#INTER_ARRIVAL_DATASET(x), INTER_ARRIVAL_CDF(y)
0.012073,0.4205607476635529
0.012229,0.4224299065420576
0.012543,0.4242990654205623
0.01331,0.426168224299067
0.013454,0.4280373831775717
0.013964,0.4299065420560764
0.014038,0.4317757009345811
0.014112,0.4336448598130858
0.014526,0.4355140186915905
0.014798,0.4373831775700952
0.015257,0.4392523364485999
0.015474,0.4411214953271046
0.01552,0.4429906542056093
0.015953,0.444859813084114
0.016017,0.4467289719626187
0.016033,0.4485981308411234
0.016628,0.4504672897196281
0.017331,0.4523364485981328
0.01754,0.4542056074766375
0.017593,0.4560747663551422
0.018275,0.4579439252336469
0.019364,0.4598130841121515
0.019857,0.4616822429906562
0.020504,0.4635514018691609
0.021662,0.4654205607476656
0.021674,0.4672897196261703
0.021929,0.469158878504675
0.021937,0.4710280373831797
0.022203,0.4728971962616844
0.02244,0.4747663551401891
0.022758,0.4766355140186938
0.022788,0.4785046728971985
0.022882,0.4803738317757032
0.023851,0.4822429906542079
0.023862,0.4841121495327126
0.024249,0.4859813084112173
0.02457,0.487850467289722
0.024645,0.4897196261682267
0.024874,0.4915887850467314
0.02543,0.4934579439252361
0.025571,0.4953271028037408
0.02688,0.4971962616822455
0.027042,0.4990654205607502
0.027362,0.5009345794392548
0.027773,0.5028037383177595
0.028081,0.5046728971962642
0.028518,0.5065420560747689
0.028859,0.5084112149532736
0.03047,0.5102803738317783
0.030473,0.512149532710283
0.030599,0.5140186915887877
0.030958,0.5158878504672924
0.031317,0.517757009345797
0.031947,0.5196261682243017
0.032813,0.5214953271028064
0.033019,0.5233644859813111
0.033805,0.5252336448598158
0.034006,0.5271028037383205
0.034896,0.5289719626168252
0.034914,0.5308411214953299
0.035564,0.5327102803738346
0.035883,0.5345794392523393
0.035889,0.536448598130844
0.035973,0.5383177570093487
0.036377,0.5401869158878534
0.036397,0.5420560747663581
0.036863,0.5439252336448628
0.036912,0.5457943925233675
0.03698,0.5476635514018722
0.038376,0.5495327102803769
0.038505,0.5514018691588816
0.038547,0.5532710280373863
0.039728,0.555140186915891
0.042009,0.5570093457943956
0.042558,0.5588785046729003
0.042885,0.560747663551405
0.044118,0.5626168224299097
0.044237,0.5644859813084144
0.044845,0.5663551401869191
0.045426,0.5682242990654238
0.045532,0.5700934579439285
0.046036,0.5719626168224332
0.046347,0.5738317757009379
0.046486,0.5757009345794426
0.047304,0.5775700934579473
0.048074,0.579439252336452
0.0484,0.5813084112149567
0.050179,0.5831775700934614
0.050447,0.5850467289719661
0.050455,0.5869158878504708
0.052078,0.5887850467289755
0.052206,0.5906542056074802
0.052381,0.5925233644859849
0.053112,0.5943925233644896
0.053283,0.5962616822429943
0.053705,0.5981308411214989
0.054743,0.6000000000000036
0.055669,0.6018691588785083
0.056289,0.603738317757013
0.058049,0.6056074766355177
0.059607,0.6074766355140224
0.060431,0.6093457943925271
0.060666,0.6112149532710318
0.061083,0.6130841121495365
0.061351,0.6149532710280412
0.064362,0.6168224299065459
0.06625300000000001,0.6186915887850506
0.067417,0.6205607476635553
0.06789000000000001,0.62242990654206
0.068929,0.6242990654205647
0.069953,0.6261682242990694
0.072841,0.6280373831775741
0.07317,0.6299065420560788
0.073834,0.6317757009345835
0.07546799999999999,0.6336448598130882
0.076223,0.6355140186915929
0.077139,0.6373831775700975
0.078296,0.6392523364486022
0.07860399999999999,0.6411214953271069
0.079064,0.6429906542056116
0.080606,0.6448598130841163
0.08067000000000001,0.646728971962621
0.08348,0.6485981308411257
0.083555,0.6504672897196304
0.08451699999999999,0.6523364485981351
0.087007,0.6542056074766398
0.087468,0.6560747663551445
0.087871,0.6579439252336492
0.08860999999999999,0.6598130841121539
0.091936,0.6616822429906586
0.09334000000000001,0.6635514018691633
0.094289,0.665420560747668
0.097119,0.6672897196261727
0.097371,0.6691588785046774
0.098096,0.6710280373831821
0.099521,0.6728971962616868
0.099579,0.6747663551401915
0.101653,0.6766355140186961
0.102317,0.6785046728972008
0.102497,0.6803738317757055
0.104926,0.6822429906542102
0.106932,0.6841121495327149
0.108935,0.6859813084112196
0.110085,0.6878504672897243
0.112327,0.689719626168229
0.113134,0.6915887850467337
0.113827,0.6934579439252384
0.114893,0.6953271028037431
0.115186,0.6971962616822478
0.116992,0.6990654205607525
0.11701,0.7009345794392572
0.118412,0.7028037383177619
0.11899,0.7046728971962666
0.119441,0.7065420560747713
0.121993,0.708411214953276
0.122939,0.7102803738317807
0.123667,0.7121495327102854
0.125154,0.7140186915887901
0.127612,0.7158878504672948
0.12848,0.7177570093457994
0.129016,0.7196261682243041
0.129753,0.7214953271028088
0.132366,0.7233644859813135
0.132891,0.7252336448598182
0.135541,0.7271028037383229
0.135918,0.7289719626168276
0.140126,0.7308411214953323
0.140452,0.732710280373837
0.140894,0.7345794392523417
0.141749,0.7364485981308464
0.143052,0.7383177570093511
0.147593,0.7401869158878558
0.148656,0.7420560747663605
0.148747,0.7439252336448652
0.150401,0.7457943925233699
0.150563,0.7476635514018746
0.150995,0.7495327102803793
0.15445,0.751401869158884
0.154687,0.7532710280373887
0.160482,0.7551401869158934
0.161611,0.757009345794398
0.161829,0.7588785046729027
0.173648,0.7607476635514074
0.178968,0.7626168224299121
0.182391,0.7644859813084168
0.18872,0.7663551401869215
0.189832,0.7682242990654262
0.193455,0.7700934579439309
0.196372,0.7719626168224356
0.19839,0.7738317757009403
0.199061,0.775700934579445
0.20523,0.7775700934579497
0.205914,0.7794392523364544
0.216077,0.7813084112149591
0.220019,0.7831775700934638
0.223613,0.7850467289719685
0.23108,0.7869158878504732
0.238922,0.7887850467289779
0.243754,0.7906542056074826
0.247596,0.7925233644859873
0.248603,0.794392523364492
0.265025,0.7962616822429966
0.274097,0.7981308411215013
0.298414,0.800000000000006
0.310829,0.8018691588785107
0.325674,0.8037383177570154
0.348712,0.8056074766355201
0.356982,0.8074766355140248
0.378127,0.8093457943925295
0.3861,0.8112149532710342
0.391403,0.8130841121495389
0.392207,0.8149532710280436
0.401646,0.8168224299065483
0.402097,0.818691588785053
0.41104,0.8205607476635577
0.413005,0.8224299065420624
0.432612,0.8242990654205671
0.434191,0.8261682242990718
0.441992,0.8280373831775765
0.446453,0.8299065420560812
0.448193,0.8317757009345859
0.448885,0.8336448598130906
0.450338,0.8355140186915953
0.454107,0.8373831775700999
0.463266,0.8392523364486046
0.468136,0.8411214953271093
0.476503,0.842990654205614
0.47689,0.8448598130841187
0.490221,0.8467289719626234
0.492518,0.8485981308411281
0.499671,0.8504672897196328
0.504018,0.8523364485981375
0.513682,0.8542056074766422
0.5418269999999999,0.8560747663551469
0.542365,0.8579439252336516
0.554009,0.8598130841121563
0.564449,0.861682242990661
0.5742159999999999,0.8635514018691657
0.586897,0.8654205607476704
0.601423,0.8672897196261751
0.606869,0.8691588785046798
0.620041,0.8710280373831845
0.623468,0.8728971962616892
0.630883,0.8747663551401939
0.638705,0.8766355140186985
0.643107,0.8785046728972032
0.649239,0.8803738317757079
0.678567,0.8822429906542126
0.694223,0.8841121495327173
0.705389,0.885981308411222
0.719004,0.8878504672897267
0.739326,0.8897196261682314
0.7497200000000001,0.8915887850467361
0.759582,0.8934579439252408
0.761324,0.8953271028037455
0.763539,0.8971962616822502
0.765236,0.8990654205607549
0.803984,0.9009345794392596
0.808629,0.9028037383177643
0.8135790000000001,0.904672897196269
0.836557,0.9065420560747737
0.859337,0.9084112149532784
0.895555,0.9102803738317831
0.957974,0.9121495327102878
0.966574,0.9140186915887925
0.973505,0.9158878504672971
1.002586,0.9177570093458018
1.013637,0.9196261682243065
1.081143,0.9214953271028112
1.088452,0.9233644859813159
1.138009,0.9252336448598206
1.154042,0.9271028037383253
1.292992,0.92897196261683
1.310248,0.9308411214953347
1.311466,0.9327102803738394
1.315757,0.9345794392523441
1.344967,0.9364485981308488
1.345621,0.9383177570093535
1.376714,0.9401869158878582
1.574791,0.9420560747663629
1.6233,0.9439252336448676
1.645831,0.9457943925233723
1.670279,0.947663551401877
1.675078,0.9495327102803817
1.78233,0.9514018691588864
1.870179,0.9532710280373911
1.91416,0.9551401869158958
1.940621,0.9570093457944004
2.006969,0.9588785046729051
2.007037,0.9607476635514098
2.14601,0.9626168224299145
2.208654,0.9644859813084192
2.212297,0.9663551401869239
2.282772,0.9682242990654286
2.324131,0.9700934579439333
2.337228,0.971962616822438
2.37717,0.9738317757009427
2.461126,0.9757009345794474
2.475701,0.9775700934579521
2.807755,0.9794392523364568
2.860351,0.9813084112149615
3.183146,0.9831775700934662
3.191173,0.9850467289719709
3.289722,0.9869158878504756
3.472839,0.9887850467289803
3.632741,0.990654205607485
3.960578,0.9925233644859897
4.237501,0.9943925233644944
4.303092,0.996261682242999
4.945203,0.9981308411215037
5.031617,1.000000000000008
